code,name,city,country,timezone,lat,lng,terminal,gate
SRV,Stony River 2 Airport,Stony River,United States,America/Anchorage,61.7875,-156.591111,,
KBP,Boryspil Intl,Kiev,Ukraine,Europe/Kiev,50.345,30.894722,,
SRX,Gardabya Airport,Sirt,Libya,Africa/Tripoli,31.0635,16.595,,
KBR,Sultan Ismail Petra,Kota Bharu,Malaysia,Asia/Kuala_Lumpur,6.16685,102.293014,,
SRZ,Santa Cruz,Santa Cruz,Bolivia,America/La_Paz,-17.8,-63.166667,,
SRY,Sari Dasht E Naz Airport,Dasht-e-naz,Iran,Asia/Tehran,36.635833,53.193611,,
BQL,Boulia Airport,Boulia,Australia,Australia/Lindeman,-22.9133,139.9,,
BQN,Rafael Hernandez,Aguadilla,Puerto Rico,America/Puerto_Rico,18.494861,-67.129444,,
KBV,Krabi,Krabi,Thailand,Asia/Bangkok,8.095969,98.988764,,
SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,America/Bahia,-12.910994,-38.331044,,
SSB,Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands,America/St_Thomas,17.747222,-64.705,,
BQS,Ignatyevo,Blagoveschensk,Russia,Asia/Yakutsk,50.425394,127.412478,,
SSG,Malabo,Malabo,Equatorial Guinea,Africa/Malabo,3.755267,8.708717,,
KCA,Kuqa Airport,Kuqa,China,Asia/Kashgar,41.7181,82.9869,,
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,Africa/Cairo,27.977222,34.394722,,
KCC,Coffman Cove Seaplane Base,Coffman Cove,United States,America/Juneau,56.014722,-132.833889,,
SSJ,Stokka,Sandnessjoen,Norway,Europe/Oslo,65.956828,12.468944,,
KCG,,,,America/Anchorage,0,0,,
KCF,,,,Asia/Karachi,0,0,,
KCH,Kuching Intl,Kuching,Malaysia,Asia/Kuching,1.484697,110.346933,,
BRC,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,America/Argentina/Mendoza,-41.151172,-71.157542,,
SSR,Sara Airport,Pentecost Island,Vanuatu,Pacific/Efate,-15.4708,168.152,,
BRE,Neuenland,Bremen,Germany,Europe/Berlin,53.0475,8.786667,,
KCM,Kahramanmaras Airport,Kahramanmaras,Turkey,Europe/Istanbul,37.539,36.9534,,
KCL,Chignik Lagoon Airport,Chignik Lagoon,United States,America/Anchorage,56.311111,-158.534167,,
BRI,Bari,Bari,Italy,Europe/Rome,41.138856,16.760594,,
KCQ,Chignik Lake Airport,Chignik Lake,United States,America/Anchorage,56.255,-158.775278,,
SSY,Mbanza Congo,M'banza-congo,Angola,Africa/Luanda,-6.269897,14.247025,,
BRM,Barquisimeto Intl,Barquisimeto,Venezuela,America/Caracas,10.042747,-69.358619,,
BRL,Southeast Iowa Regional Airport,Burlington,United States,America/Chicago,40.7832,-91.1255,,
BRO,Brownsville South Padre Island Intl,Brownsville,United States,America/Chicago,25.906833,-97.425861,,
BRN,Bern Belp,Bern,Switzerland,Europe/Zurich,46.9141,7.497153,,
BRQ,Turany,Brno,Czech Republic,Europe/Prague,49.151269,16.694433,,
BRS,Bristol,Bristol,United Kingdom,Europe/London,51.382669,-2.719089,,
STD,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,America/Caracas,7.565111,-72.035125,,
BRR,Barra Airport,Barra,United Kingdom,Europe/London,57.0228,-7.44306,,
KCZ,Kochi,Kochi,Japan,Asia/Tokyo,33.546111,133.669444,,
STC,Saint Cloud Regional Airport,Saint Cloud,United States,America/Menominee,45.546556,-94.059889,,
BRU,Brussels Natl,Brussels,Belgium,Europe/Brussels,50.901389,4.484444,,
BRW,Wiley Post Will Rogers Mem,Barrow,United States,America/Nome,71.285446,-156.766003,,
BRV,Bremerhaven,Bremerhaven,Germany,Europe/Berlin,53.507081,8.572878,,
STG,St. George Airport,St. George,United States,America/Nome,56.577222,-169.663611,,
STI,Cibao Intl,Santiago,Dominican Republic,America/Santo_Domingo,19.406092,-70.604689,,
STL,Lambert St Louis Intl,St. Louis,United States,America/Chicago,38.748697,-90.370028,,
STN,Stansted,London,United Kingdom,Europe/London,51.885,0.235,,
STM,Santarem,Santarem,Brazil,America/Manaus,-2.422431,-54.792789,,
KDH,Kandahar,Kandahar,Afghanistan,Asia/Kabul,31.505756,65.847822,,
BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,America/Campo_Grande,-15.8711,-47.918625,,
STR,Stuttgart,Stuttgart,Germany,Europe/Berlin,48.689878,9.221964,,
BSA,Bosaso Airport,Bosaso,Somalia,Africa/Mogadishu,11.2753,49.1494,,
KDI,Wolter Monginsidi,Kendari,Indonesia,Asia/Makassar,-4.081608,122.418231,,
BSD,Baoshan Airport,Baoshan,China,Asia/Chongqing,25.053333,99.168333,,
KDL,Kardla,Kardla,Estonia,Europe/Tallinn,58.990756,22.830733,,
STT,Cyril E King,St. Thomas,Virgin Islands,America/St_Thomas,18.337306,-64.973361,,
BSC,Jose Celestino Mutis,Bahia Solano,Colombia,America/Bogota,6.202917,-77.394675,,
STV,Surat,Surat,India,Asia/Kolkata,21.114061,72.741792,,
KDM,Kaadedhdhoo,Kaadedhdhoo,Maldives,Indian/Maldives,0.4880555,72.995556,,
STX,Henry E Rohlsen,St. Croix Island,Virgin Islands,America/St_Thomas,17.701889,-64.798556,,
BSG,Bata,Bata,Equatorial Guinea,Africa/Malabo,1.905469,9.805681,,
KDO,Kadhdhoo Airport,Laamu Atoll,Maldives,Indian/Maldives,1.85917,73.5219,,
STW,Shpakovskoye,Stavropol,Russia,Europe/Moscow,45.109165,42.112778,,
BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,Europe/Zurich,47.59,7.529167,,
BSK,Biskra,Biskra,Algeria,Africa/Algiers,34.793289,5.738231,,
KDV,Vunisea Airport,Vunisea,Fiji,Pacific/Fiji,-19.0581,178.157,,
KDU,Skardu Airport,Skardu,Pakistan,Asia/Karachi,35.335508,75.536047,,
BSO,Basco Airport,Basco,Philippines,Asia/Manila,20.451322,121.979883,,
BSR,Basrah Intl,Basrah,Iraq,Asia/Baghdad,30.549069,47.662142,,
SUB,Juanda,Surabaya,Indonesia,Asia/Jakarta,-7.379831,112.786858,,
SUG,Surigao Airport,Sangley Point,Philippines,Asia/Manila,9.757567,125.479328,,
SUF,Lamezia Terme,Lamezia,Italy,Europe/Rome,38.905394,16.242269,,
BSX,Pathein Airport,Pathein,Burma,Asia/Rangoon,16.815233,94.779911,,
KEB,,,,America/Anchorage,0,0,,
SUJ,Satu Mare,Satu Mare,Romania,Europe/Bucharest,47.703275,22.8857,,
KEF,Keflavik International Airport,Keflavik,Iceland,Atlantic/Reykjavik,63.985,-22.605556,,
KEK,Ekwok Airport,Ekwok,United States,America/Anchorage,59.356944,-157.471111,,
KEJ,Kemerovo,Kemorovo,Russia,Asia/Novosibirsk,55.270094,86.107208,,
SUR,Summer Beaver Airport,Summer Beaver,Canada,America/Rankin_Inlet,52.7086,-88.5419,,
KEM,Kemi Tornio,Kemi,Finland,Europe/Helsinki,65.781889,24.5991,,
SUV,Nausori Intl,Nausori,Fiji,Pacific/Fiji,-18.043267,178.559228,,
BTI,Barter Island Lrrs,Barter Island,United States,America/Anchorage,70.133989,-143.581867,,
BTH,Hang Nadim,Batam,Indonesia,Asia/Pontianak,1.121028,104.118753,,
KEP,Nepalgunj Airport,Nepalgunj,Nepal,Asia/Kathmandu,28.103633,81.667006,,
BTK,Bratsk,Bratsk,Russia,Asia/Irkutsk,56.370556,101.698331,,
BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia,Asia/Pontianak,5.523522,95.420372,,
KER,Kerman,Kerman,Iran,Asia/Tehran,30.274444,56.951111,,
BTM,Bert Mooney Airport,Butte,United States,America/Boise,45.954806,-112.497472,,
BTL,,,,America/Indiana/Knox,0,0,,
KET,Kengtung,Kengtung,Burma,Asia/Rangoon,21.301611,99.635997,,
KEW,Keewaywin,Keewaywin,Canada,UTC,52.991111,-92.836389,,
SVB,Sambava,Sambava,Madagascar,Indian/Antananarivo,-14.278611,50.174721,,
SVA,Savoonga Airport,Savoonga,United States,America/Nome,63.6864,-170.493,,
BTS,M R Stefanik,Bratislava,Slovakia,Europe/Prague,48.170167,17.212667,,
SVD,E T Joshua,Kingstown,Saint Vincent and the Grenadines,America/St_Vincent,13.144306,-61.210861,,
BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,America/Chicago,30.533167,-91.149639,,
SVC,Grant County Airport,Silver City,United States,America/Phoenix,32.6365,-108.156,,
BTU,Bintulu,Bintulu,Malaysia,Asia/Kuching,3.12385,113.020472,,
BTT,Bettles,Bettles,United States,America/Anchorage,66.913944,-151.529056,,
BTV,Burlington Intl,Burlington,United States,America/New_York,44.471861,-73.153278,,
SVG,Sola,Stavanger,Norway,Europe/Oslo,58.876778,5.637856,,
SVJ,Svolvær Helle Airport,Svolvær,Norway,Europe/Oslo,68.2433,14.6692,,
KFA,Kiffa,Kiffa,Mauritania,Africa/Nouakchott,16.589983,-11.406208,,
SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia,America/Bogota,2.152175,-74.76635,,
SVL,Savonlinna,Savonlinna,Finland,Europe/Helsinki,61.943064,28.945136,,
SVO,Sheremetyevo,Moscow,Russia,Europe/Moscow,55.972642,37.414589,,
BUA,Buka Airport,Buka Island,Papua New Guinea,Pacific/Port_Moresby,-5.42232,154.673,,
SVQ,Sevilla,Sevilla,Spain,Africa/Ceuta,37.418,-5.893106,,
BUD,Ferihegy,Budapest,Hungary,Europe/Budapest,47.436933,19.255592,,
BUC,Burketown Airport,Burketown,Australia,Australia/Lindeman,-17.7486,139.534,,
SVS,,,,America/Anchorage,0,0,,
BUF,Buffalo Niagara Intl,Buffalo,United States,America/Detroit,42.940525,-78.732167,,
SVU,Savusavu Airport,Savusavu,Fiji,Pacific/Fiji,-16.8028,179.341,,
KFP,False Pass Airport,False Pass,United States,America/Anchorage,54.8475,-163.410278,,
SVX,Koltsovo,Yekaterinburg,Russia,Asia/Yekaterinburg,56.743108,60.802728,,
SVZ,San Antonio Del Tachira,San Antonio,Venezuela,America/Caracas,7.840831,-72.439742,,
BUL,,,,Pacific/Port_Moresby,0,0,,
BUN,Gerardo Tobar Lopez,Buenaventura,Colombia,America/Bogota,3.819628,-76.989767,,
SWA,Wai Sha Airport,Shantou,China,Asia/Shanghai,23.4,116.683,,
BUO,Burao Airport,Burao,Somalia,Africa/Mogadishu,9.517,45.567,,
BUR,Bob Hope,Burbank,United States,America/Los_Angeles,34.200667,-118.358667,,
BUQ,J M Nkomo Intl,Bulawayo,Zimbabwe,Africa/Harare,-20.017431,28.617869,,
BUS,Batumi,Batumi,Georgia,Asia/Tbilisi,41.610278,41.599694,,
SWF,Stewart Intl,Newburgh,United States,America/New_York,41.504094,-74.104839,,
BUX,Bunia,Bunia,Congo (Kinshasa),Africa/Kinshasa,1.565719,30.220833,,
KGA,Kananga,Kananga,Congo (Kinshasa),Africa/Lubumbashi,-5.900055,22.469166,,
KGC,Kingscote Airport,Kingscote,Australia,Australia/Adelaide,-35.713889,137.521389,,
BUZ,Bushehr,Bushehr,Iran,Asia/Tehran,28.944811,50.834637,,
SWK,,,,Europe/Rome,0,0,,
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu,Pacific/Efate,-16.495,167.438,,
KGD,Khrabrovo,Kaliningrad,Russia,Europe/Kaliningrad,54.89005,20.592633,,
KGF,Sary-Arka,Karaganda,Kazakhstan,Asia/Almaty,49.670833,73.334444,,
BVA,Tille,Beauvais,France,Europe/Paris,49.454444,2.112778,,
KGI,Kalgoorlie Boulder,Kalgoorlie,Australia,Australia/Perth,-30.789444,121.461667,,
KGK,Koliganek Airport,Koliganek,United States,America/Anchorage,59.726667,-157.259444,,
BVC,Rabil,Boa Vista,Cape Verde,Atlantic/Cape_Verde,16.136531,-22.888897,,
BVB,Boa Vista,Boa Vista,Brazil,America/Boa_Vista,2.846311,-60.690069,,
BVE,La Roche,Brive,France,Europe/Paris,45.150833,1.469167,,
KGL,Kigali Intl,Kigali,Rwanda,Africa/Kigali,-1.968628,30.13945,,
BVG,Berlevag,Berlevag,Norway,Europe/Oslo,70.866667,29,,
BVI,Birdsville Airport,Birdsville,Australia,Australia/Broken_Hill,-25.8975,139.348,,
KGP,Kogalym International,Kogalym,Russia,Asia/Yekaterinburg,62.18,74.53,,
KGS,Kos,Kos,Greece,Europe/Athens,36.793335,27.091667,,
SXB,Entzheim,Strasbourg,France,Europe/Paris,48.538319,7.628233,,
KGX,Grayling Airport,Grayling,United States,America/Nome,62.894444,-160.065,,
SXF,Schonefeld,Berlin,Germany,Europe/Berlin,52.380001,13.5225,,
SXL,Sligo,Sligo,Ireland,Europe/Dublin,54.280214,-8.599206,,
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles,America/Curacao,18.040953,-63.1089,,
KHH,Kaohsiung Intl,Kaohsiung,Taiwan,Asia/Taipei,22.577094,120.350006,,
SXP,Sheldon Point Airport,Nunam Iqua,United States,America/Nome,62.520556,-164.847778,,
KHG,Kashi,Kashi,China,Asia/Kashgar,39.542922,76.019956,,
SXR,Srinagar,Srinagar,India,Asia/Kolkata,33.987139,74.77425,,
BWA,Bhairahawa,Bhairawa,Nepal,Asia/Kathmandu,27.505703,83.41625,,
KHI,Jinnah Intl,Karachi,Pakistan,Asia/Karachi,24.906547,67.160797,,
KHN,Changbei Intl,Nanchang,China,Asia/Shanghai,28.865,115.9,,
BWE,Braunschweig Wolfsburg,Braunschweig,Germany,Europe/Berlin,52.319167,10.556111,,
KHM,Khamti,Khamti,Burma,Asia/Rangoon,25.988333,95.674444,,
BWI,Baltimore Washington Intl,Baltimore,United States,America/New_York,39.175361,-76.668333,,
BWK,Brac,Brac,Croatia,Europe/Belgrade,43.285719,16.679719,,
KHS,Khasab,Khasab,Oman,Asia/Muscat,26.170986,56.240569,,
BWN,Brunei Intl,Bandar Seri Begawan,Brunei,Asia/Brunei,4.9442,114.928353,,
KHV,Novy,Khabarovsk,Russia,Asia/Vladivostok,48.528044,135.188361,,
KHZ,,,,Pacific/Tahiti,0,0,,
SYB,Seal Bay Seaplane Base,Seal Bay,United States,America/Anchorage,58.166667,-152.5,,
BWT,Wynyard Airport,Burnie,Australia,Australia/Adelaide,-40.9989,145.731,,
SYD,Sydney Intl,Sydney,Australia,Australia/Sydney,-33.946111,151.177222,,
SYJ,,,,UTC,0,0,,
SYM,Simao Airport,Simao,China,Asia/Chongqing,22.7933,100.959,,
KID,Kristianstad,Kristianstad,Sweden,Europe/Stockholm,55.921686,14.085536,,
SYO,Shonai Airport,Shonai,Japan,Asia/Tokyo,38.812222,139.787222,,
KIF,Kingfisher Lake Airport,Kingfisher Lake,Canada,America/Rainy_River,53.0125,-89.8553,,
KIH,Kish Island,Kish Island,Iran,Asia/Tehran,26.526156,53.980211,,
KIK,Kirkuk AB,Kirkuk,Iraq,Asia/Baghdad,35.17,44.3483,,
KIJ,Niigata,Niigata,Japan,Asia/Tokyo,37.5711,139.0646,,
SYR,Syracuse Hancock Intl,Syracuse,United States,America/New_York,43.111187,-76.106311,,
SYU,Warraber Island Airport,Sue Islet,Australia,Australia/Lindeman,-10.2083,142.825,,
KIN,Norman Manley Intl,Kingston,Jamaica,America/Jamaica,17.935667,-76.7875,,
SYY,Stornoway,Stornoway,United Kingdom,Europe/London,58.215556,-6.331111,,
SYX,Phoenix International,Sanya,China,Asia/Shanghai,18.302897,109.412272,,
KIS,Kisumu,Kisumu,Kenya,Africa/Nairobi,-0.086139,34.728892,,
KIR,Kerry,Kerry,Ireland,Europe/Dublin,52.180878,-9.523783,,
SYZ,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,Asia/Tehran,29.539242,52.589786,,
KIV,Chisinau Intl,Chisinau,Moldova,Europe/Chisinau,46.927744,28.930978,,
SZB,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,3.130583,101.549333,,
KIX,Kansai,Osaka,Japan,Asia/Tokyo,34.4347222,135.244167,,
SZA,Soyo,Soyo,Angola,Africa/Luanda,-6.141086,12.371764,,
BXR,Bam Airport,Bam,Iran,Asia/Tehran,29.084169,58.450042,,
BXU,Butuan,Butuan,Philippines,Asia/Manila,8.951322,125.477972,,
SZF,Samsun-Çarşamba Airport,Samsun,Turkey,Europe/Istanbul,41.2545,36.5671,,
SZG,Salzburg,Salzburg,Austria,Europe/Vienna,47.793304,13.004333,,
KJA,Emelyanovo,Krasnoyarsk,Russia,Asia/Krasnoyarsk,56.18,92.475,,
SZV,,,,Asia/Shanghai,0,0,,
SZX,Baoan Intl,Shenzhen,China,Asia/Shanghai,22.639258,113.810664,,
SZZ,Goleniow,Szczecin,Poland,Europe/Warsaw,53.584731,14.902206,,
BYN,Bayankhongor Airport,Bayankhongor,Mongolia,Asia/Ulaanbaatar,46.1633,100.704,,
BYM,Carlos Manuel De Cespedes,Bayamo,Cuba,America/Havana,20.396331,-76.621494,,
KKA,Koyuk Alfred Adams Airport,Koyuk,United States,America/Nome,64.939444,-161.154167,,
KKC,Khon Kaen,Khon Kaen,Thailand,Asia/Bangkok,16.466628,102.783661,,
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,United States,America/Anchorage,58.190833,-152.370556,,
KKD,Kokoda Airport,Kokoda,Papua New Guinea,Pacific/Port_Moresby,-8.88468,147.731,,
KKI,,,,America/Nome,0,0,,
KKH,Kongiganak Airport,Kongiganak,United States,America/Nome,59.960833,-162.881111,,
KKJ,New Kitakyushu,Kitakyushu,Japan,Asia/Tokyo,33.845942,131.034689,,
BZE,Philip S W Goldson Intl,Belize City,Belize,America/Belize,17.539144,-88.308203,,
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,Europe/Warsaw,53.0968,17.9777,,
KKN,Hoybuktmoen,Kirkenes,Norway,Europe/Oslo,69.725781,29.891295,,
BZK,Bryansk,Bryansk,Russia,Europe/Moscow,53.214194,34.176447,,
KKR,Kaukura,Kaukura Atoll,French Polynesia,Pacific/Tahiti,-15.663333,-146.884769,,
KKU,,,,America/Anchorage,0,0,,
BZL,Barisal Airport,Barisal,Bangladesh,Asia/Dhaka,22.801,90.3012,,
BZO,Bolzano,Bolzano,Italy,Europe/Rome,46.460194,11.326383,,
BZN,Gallatin Field,Bozeman,United States,America/Boise,45.777643,-111.160151,,
BZR,Vias,Beziers,France,Europe/Paris,43.323522,3.353903,,
BZV,Maya Maya,Brazzaville,Congo (Brazzaville),Africa/Brazzaville,-4.2517,15.253031,,
BZZ,Brize Norton,Brize Norton,United Kingdom,Europe/London,51.749964,-1.583617,,
KLH,Kolhapur,Kolhapur,India,Asia/Kolkata,16.664658,74.289353,,
KLG,Kalskag Airport,Kalskag,United States,America/Nome,61.5363,-160.341,,
KLL,Levelock Airport,Levelock,United States,America/Anchorage,59.128056,-156.858611,,
KLN,Larsen Bay Airport,Larsen Bay,United States,America/Anchorage,57.535,-153.976667,,
KLO,Kalibo,Kalibo,Philippines,Asia/Manila,11.679431,122.376294,,
KLR,Kalmar,Kalkmar,Sweden,Europe/Stockholm,56.685531,16.287578,,
KLV,Karlovy Vary,Karlovy Vary,Czech Republic,Europe/Prague,50.202978,12.914983,,
KLU,Woerthersee International Airport,Klagenfurt,Austria,Europe/Vienna,46.642514,14.337739,,
KLW,Klawock Airport,Klawock,United States,America/Juneau,55.579167,-133.076111,,
KMA,Kerema Airport,Kerema,Papua New Guinea,Pacific/Port_Moresby,-7.96361,145.771,,
KMC,,,,Asia/Riyadh,0,0,,
KME,Kamembe,Kamembe,Rwanda,Africa/Kigali,-2.462242,28.90795,,
KMG,Wujiaba,Kunming,China,Asia/Chongqing,24.992364,102.743536,,
KMI,Miyazaki,Miyazaki,Japan,Asia/Tokyo,31.877222,131.448611,,
KMJ,Kumamoto,Kumamoto,Japan,Asia/Tokyo,32.837319,130.85505,,
KMO,Manokotak Airport,Manokotak,United States,America/Anchorage,58.990278,-159.05,,
KMQ,Komatsu,Kanazawa,Japan,Asia/Tokyo,36.394611,136.406544,,
KMS,Kumasi Airport,Kumasi,Ghana,UTC,6.71456,-1.59082,,
KMV,Kalay Airport,Kalemyo,Myanmar,Asia/Rangoon,23.188811,94.051094,,
KMY,Moser Bay Seaplane Base,Moser Bay,United States,America/Anchorage,57.025556,-154.145833,,
KND,Kindu,Kindu,Congo (Kinshasa),Africa/Lubumbashi,-2.919178,25.915361,,
KNH,Shang Yi,Kinmen,Taiwan,Asia/Taipei,24.427892,118.359197,,
KNG,Kaimana,Kaimana,Indonesia,Asia/Makassar,-3.644517,133.695553,,
KNK,,,,America/Anchorage,0,0,,
KNO,Kuala Namu International Airport,Medan,Indonesia,Asia/Jakarta,3.634555,98.872419,,
KNQ,Kone,Kone,New Caledonia,Pacific/Noumea,-21.053428,164.837806,,
KNS,King Island Airport,King Island,Australia,Australia/Currie,-39.8775,143.878,,
KNU,Kanpur,Kanpur,India,Asia/Kolkata,26.441444,80.364864,,
KNX,Kununurra,Kununurra,Australia,Australia/Perth,-15.778056,128.7075,,
KNW,New Stuyahok Airport,New Stuyahok,United States,America/Anchorage,59.4499,-157.328,,
KOA,Kona Intl At Keahole,Kona,United States,Pacific/Honolulu,19.738767,-156.045631,,
KOC,Koumac,Koumac,New Caledonia,Pacific/Noumea,-20.546314,164.255625,,
KOE,El Tari,Kupang,Indonesia,Asia/Makassar,-10.171583,123.671136,,
KOI,Kirkwall,Kirkwall,United Kingdom,Europe/London,58.957778,-2.905,,
KOK,Kruunupyy,Kruunupyy,Finland,Europe/Helsinki,63.721172,23.143131,,
KOJ,Kagoshima,Kagoshima,Japan,Asia/Tokyo,31.803397,130.719408,,
KOP,Nakhon Phanom,Nakhon Phanom,Thailand,Asia/Bangkok,17.383794,104.643022,,
KOU,Koulamoutou Airport,Koulamoutou,Gabon,Africa/Libreville,-1.18461,12.4413,,
KOT,Kotlik Airport,Kotlik,United States,America/Nome,63.030556,-163.532778,,
KOW,Ganzhou Airport,Ganzhou,China,Asia/Shanghai,25.8258,114.912,,
KOY,Olga Bay Seaplane Base,Olga Bay,United States,America/Anchorage,57.161389,-154.229722,,
TAB,Crown Point,Scarborough,Trinidad and Tobago,America/Port_of_Spain,11.149658,-60.832194,,
KOZ,Ouzinkie Airport,Ouzinkie,United States,America/Anchorage,57.922876,-152.500511,,
TAC,Daniel Z Romualdez,Tacloban,Philippines,Asia/Manila,11.227628,125.027758,,
TAE,Daegu Ab,Taegu,South Korea,Asia/Seoul,35.894108,128.658856,,
TAH,Tanna island,Tanna,Vanuatu,Pacific/Efate,-19.455198,169.22394,,
TAG,Tagbilaran,Tagbilaran,Philippines,Asia/Manila,9.66408056,123.853247,,
KPB,Point Baker Seaplane Base,Point Baker,United States,America/Juneau,56.351944,-133.6225,,
TAI,Taiz Intl,Taiz,Yemen,Asia/Aden,13.685964,44.139056,,
TAL,Tanana Airport,Tanana,United States,America/Anchorage,65.179556,-152.075833,,
KPC,Port Clarence Coast Guard Station,Port Clarence,United States,America/Nome,65.2537,-166.859,,
TAK,Takamatsu,Takamatsu,Japan,Asia/Tokyo,34.214167,134.015556,,
TAM,General Francisco Javier Mina Intl,Tampico,Mexico,America/Mexico_City,22.29645,-97.865931,,
TAP,Tapachula Intl,Tapachula,Mexico,America/Merida,14.794339,-92.370025,,
TAO,Liuting,Qingdao,China,Asia/Shanghai,36.266108,120.374436,,
TAT,Tatry,Poprad,Slovakia,Europe/Prague,49.073594,20.241142,,
TAS,Yuzhny,Tashkent,Uzbekistan,Asia/Tashkent,41.257861,69.281186,,
KPN,Kipnuk Airport,Kipnuk,United States,America/Nome,59.933056,-164.030556,,
KPO,Pohang,Pohang,South Korea,Asia/Seoul,35.987858,129.420486,,
KPR,Port Williams Seaplane Base,Port Williams,United States,America/Anchorage,58.49,-152.582222,,
KPV,Perryville Airport,Perryville,United States,America/Anchorage,55.906667,-159.160833,,
KPY,Port Bailey Seaplane Base,Port Bailey,United States,America/Anchorage,57.93,-153.040556,,
TBB,Dong Tac,Tuy Hoa,Vietnam,Asia/Ho_Chi_Minh,13.04955,109.333706,,
TBG,Tabubil Airport,Tabubil,Papua New Guinea,Pacific/Port_Moresby,-5.27861,141.226,,
KQA,Akutan Seaplane Base,Akutan,United States,America/Nome,54.1325,-165.785,,
TBI,,,,America/Nassau,0,0,,
TBH,Romblon Airport,Romblon,Philippines,Asia/Manila,12.311,122.085,,
TBJ,7 Novembre,Tabarka,Tunisia,Africa/Tunis,36.978333,8.876389,,
TBO,Tabora Airport,Tabora,Tanzania,Africa/Dar_es_Salaam,-5.07639,32.8333,,
TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States,America/Chicago,37.741631,-92.140736,,
TBP,Pedro Canga,Tumbes,Peru,America/Lima,-3.552528,-80.381356,,
TBS,Tbilisi,Tbilisi,Georgia,Asia/Tbilisi,41.669167,44.954722,,
CAB,Cabinda,Cabinda,Angola,Africa/Luanda,-5.596992,12.188353,,
CAE,Columbia Metropolitan,Colombia,United States,America/Kentucky/Monticello,33.938833,-81.119528,,
TBU,Fua Amotu Intl,Tongatapu,Tonga,Pacific/Tongatapu,-21.241214,-175.149644,,
CAG,Elmas,Cagliari,Italy,Europe/Rome,39.251469,9.054283,,
TBW,Tambow,Tambow,Russia,Europe/Moscow,52.81,41.48,,
CAI,Cairo Intl,Cairo,Egypt,Africa/Cairo,30.121944,31.405556,,
CAH,Ca Mau,Ca Mau,Vietnam,Asia/Ho_Chi_Minh,9.188049,105.174721,,
CAK,Akron Canton Regional Airport,Akron,United States,America/Detroit,40.9160833,-81.4421944,,
